con,locus,end,L,sym,cid,orth,rna
CP003882,BafHLJ01_0815,790688,1991,,78,1,
CP003882,BafHLJ01_0819,791649,635,nth,886,1,
CP003882,BafHLJ01_0820,791658,-860,oppC-2,653,1,
CP003882,BafHLJ01_0821,792518,-836,oppB-2,541,1,
CP003882,BafHLJ01_0822,793505,-227,,1161,1,
CP003882,BafHLJ01_0823,793792,-173,,1161,,
CP003882,BafHLJ01_0824,795185,1139,,302,1,
CP003882,BafHLJ01_0825,795420,-1013,,449,1,
CP003882,BafHLJ01_0826,796450,-1508,,204,1,
CP003882,BafHLJ01_0827,797963,-734,,807,1,
CP003882,BafHLJ01_0828,798694,-929,,587,1,
CP003882,BafHLJ01_0829,799768,-764,,557,1,
CP003882,BafHLJ01_0832,800783,-275,,433,,
CP003882,BafHLJ01_0833,801345,-506,,433,1,
CP003882,BafHLJ01_0834,802646,596,,987,1,
CP003882,BafHLJ01_0835,803352,659,,817,1,
CP003882,BafHLJ01_0837,803507,-857,,620,1,
CP003882,BafHLJ01_0838,804404,-329,,1325,1,
CP003882,BafHLJ01_0839,805731,887,,626,1,
CP003882,BafHLJ01_0840,805978,-1358,rrp-2,262,1,
CP003882,BafHLJ01_0841,807339,-1148,,370,1,
CP003882,BafHLJ01_0842,808484,-1046,,469,1,
CP003882,BafHLJ01_0843,809541,-488,,1127,1,
CP003882,BafHLJ01_0844,810026,-848,murG,407,1,
CP003882,BafHLJ01_0845,811294,-776,pdxK,728,1,
CP003882,BafHLJ01_0846,812063,-1040,gcp,478,1,
CP003882,BafHLJ01_0847,813100,-398,,594,,
CP003882,BafHLJ01_0848,813488,-494,,594,1,
CP003882,BafHLJ01_0849,814033,-800,rpoS,721,1,
CP003882,BafHLJ01_0850,814972,-320,,1318,1,
CP003882,BafHLJ01_0851,815282,-1031,flgI,497,1,
CP003882,BafHLJ01_0852,816466,-581,,899,1,
CP003882,BafHLJ01_0853,817099,-794,flgG,734,1,
CP003882,BafHLJ01_0854,817909,-848,flhO,602,1,
CP003882,BafHLJ01_0855,819567,515,,1024,1,
CP003882,BafHLJ01_0856,820162,530,apt,1048,1,
CP003882,BafHLJ01_0857,820531,311,rplU,1349,1,
CP003882,BafHLJ01_0858,820857,320,,1330,1,
CP003882,BafHLJ01_0859,821102,245,rpmA,1460,1,
CP003882,BafHLJ01_0860,822130,986,obgE,508,1,
CP003882,BafHLJ01_0861,822794,581,,996,1,
CP003882,BafHLJ01_0862,823975,1184,,351,1,
CP003882,BafHLJ01_0863,824300,350,,1303,1,
CP003882,BafHLJ01_0864,824697,293,,1385,1,
CP003882,BafHLJ01_0866,825402,548,ctc,1062,1,
CP003882,BafHLJ01_0867,825973,566,pth,1030,1,
CP003882,BafHLJ01_0868,827295,1322,,286,1,
CP003882,BafHLJ01_0869,829211,1919,ftsH,101,1,
CP003882,BafHLJ01_0870,830701,1463,,208,1,
CP003882,BafHLJ01_0871,831909,1127,tdk,363,1,
CP003882,BafHLJ01_0872,831906,-617,,940,1,
CP003882,BafHLJ01_0873,832549,-776,tmk,764,1,
CP003882,BafHLJ01_0875,837646,4175,,11,1,
CP003882,BafHLJ01_0876,840129,2465,,47,1,
CP003882,BafHLJ01_0877,840683,545,,1052,1,
CP003882,BafHLJ01_0879,843694,2588,mutS,43,1,
CP003882,BafHLJ01_0880,844313,617,,958,1,
CP003882,BafHLJ01_0881,844851,437,,1133,1,
CP003882,BafHLJ01_0882,846313,1397,nusA,209,1,
CP003882,BafHLJ01_0883,847962,1646,infB,41,1,
CP003882,BafHLJ01_0884,848897,950,infB,41,,
CP003882,BafHLJ01_0885,849282,362,rbfA,1253,1,
CP003882,BafHLJ01_0886,850133,848,truB,648,1,
CP003882,BafHLJ01_0887,850573,266,rpsO,1323,1,
CP003882,BafHLJ01_0888,852756,2150,pnpA,72,1,
CP003882,BafHLJ01_0889,854304,1541,,192,1,
CP003882,BafHLJ01_0890,855568,1172,,304,1,
CP003882,BafHLJ01_0891,856632,1001,,344,1,
CP003882,BafHLJ01_0892,857791,1127,tgt,389,1,
CP003882,BafHLJ01_0893,858332,548,mviN,195,,
CP003882,BafHLJ01_0894,858831,539,mviN,195,,
CP003882,BafHLJ01_0895,859304,440,mviN,195,1,
CP003882,BafHLJ01_0896,860707,1406,,232,1,
CP003882,BafHLJ01_0897,860732,-1172,dfp,319,1,
CP003882,BafHLJ01_0899,863561,1283,panF,235,1,
CP003882,BafHLJ01_0900,864521,719,,520,1,
CP003882,BafHLJ01_0901,865437,941,,564,1,
CP003882,BafHLJ01_0902,866833,1406,murC,218,1,
CP003882,BafHLJ01_0903,867710,857,,645,1,
CP003882,BafHLJ01_0904,868243,536,,1075,1,
CP003882,BafHLJ01_0905,868483,200,,1488,1,
CP003882,BafHLJ01_0906,869372,902,miaA,582,1,
CP003882,BafHLJ01_0907,869533,-371,,1287,1,
CP003882,BafHLJ01_0908,870530,545,,1057,1,
CP003882,BafHLJ01_0909,870523,-782,,719,1,
CP003882,BafHLJ01_0910,871298,-410,,1096,1,
CP003882,BafHLJ01_0911,871940,-2471,hrpA,48,1,
CP003882,BafHLJ01_0912,874414,-2048,topA,44,1,
CP003882,BafHLJ01_0913,878280,1241,sbcD,330,1,
CP003882,BafHLJ01_0914,881107,2840,sbcC,30,1,
CP003882,BafHLJ01_0915,882079,938,xylR-2,567,1,
CP003882,BafHLJ01_0916,882093,-566,,680,1,
CP003882,BafHLJ01_0918,882925,-3128,ileS,26,1,
CP003882,BafHLJ01_0919,886074,-2147,clpC,66,1,
CP003882,BafHLJ01_0920,888316,-1283,cpsG,147,1,
CP003882,BafHLJ01_0922,891106,938,uvrB,93,,
CP003882,BafHLJ01_0923,892161,1058,uvrB,93,1,
CP003882,BafHLJ01_0924,895031,2798,uvrA,33,1,
CP003882,BafHLJ01_0925,898435,3401,,19,1,
CP003882,BafHLJ01_0926,898445,-473,,1051,1,
CP003882,BafHLJ01_0927,898962,-599,,978,1,
CP003882,BafHLJ01_0928,899571,-1610,,174,1,
CP003882,BafHLJ01_0929,902596,1229,arcA,305,1,
CP003882,BafHLJ01_0930,903646,986,arcB,468,1,
CP003882,BafHLJ01_0931,905117,1421,,228,1,
CP009058,BAFK78_001,690,632,,934,1,
CP009058,BAFK78_002,766,-1019,,419,1,
CP009058,BAFK78_003,1773,-1475,,207,1,
CP009058,BAFK78_004,5181,1790,,113,1,
CP009058,BAFK78_005,5258,-1046,trpS,455,1,
CP009058,BAFK78_006,6307,-1088,,393,1,
CP009058,BAFK78_007,7453,-857,,652,1,
CP009058,BAFK78_008,9189,770,,744,1,
CP009058,BAFK78_009,10198,1004,,518,1,
CP009058,BAFK78_010,10569,374,,1258,1,
CP009058,BAFK78_011,11412,839,,671,1,
CP009058,BAFK78_012,12153,740,truA,799,1,
CP009058,BAFK78_013,12745,599,,969,1,
CP009058,BAFK78_014,14729,1991,priA,95,1,
CP009058,BAFK78_015,14726,-623,udk,950,1,
CP009058,BAFK78_016,15349,-374,glpE,1252,1,
CP009058,BAFK78_017,16825,974,,542,1,
CP009058,BAFK78_018,16822,-980,,535,1,
CP009058,BAFK78_019,17809,-512,,1107,1,
CP009058,BAFK78_020,18329,-1667,,157,1,
CP009058,BAFK78_021,20076,-1040,queA,457,1,
CP009058,BAFK78_022,21091,-1043,ruvB,456,1,
CP009058,BAFK78_023,22194,-590,ruvA,994,1,
CP009058,BAFK78_024,23993,1139,,384,1,
CP009058,BAFK78_025,24008,-731,,811,1,
CP009058,BAFK78_026,24740,-905,folD,578,1,
CP009058,BAFK78_027,26427,635,,913,1,
CP009058,BAFK78_028,27484,1049,,463,1,
CP009058,BAFK78_029,27470,-431,,1195,1,
CP009058,BAFK78_030,27891,-635,lepB-1,929,1,
CP009058,BAFK78_031,28528,-980,lepB-2,538,1,
CP009058,BAFK78_032,31042,1463,,212,1,
CP009058,BAFK78_033,31497,452,smpB,1162,1,
CP009058,BAFK78_034,31579,-536,,1050,1,
CP009058,BAFK78_035,32183,-1880,,110,1,
CP009058,BAFK78_036,34063,-1799,,133,1,
CP009058,BAFK78_037,35883,-737,,768,1,
CP009058,BAFK78_038,36629,-1523,,196,1,
CP009058,BAFK78_039,38165,-1502,,203,1,
CP009058,BAFK78_040,40714,857,,641,1,
CP009058,BAFK78_041,40779,-671,phoU,888,1,
CP009058,BAFK78_042,41461,-1034,,466,1,
CP009058,BAFK78_043,42492,-401,,1237,1,
CP009058,BAFK78_044,42919,-2450,,49,1,
CP009058,BAFK78_045,46007,545,rnhB,1074,1,
CP009058,BAFK78_046,46025,-371,,1284,1,
CP009058,BAFK78_048,46697,-361,tmRNA,-1,,tm
CP009058,BAFK78_049,47842,674,,842,1,
CP009058,BAFK78_050,48608,701,,830,1,
CP009058,BAFK78_051,48605,-656,spoU,851,1,
CP009058,BAFK78_052,50014,671,ung,891,1,
CP009058,BAFK78_053,50088,-362,secG,1289,1,
CP009058,BAFK78_054,50466,-761,tpiA,722,1,
CP009058,BAFK78_055,51229,-1181,pgk,354,1,
CP009058,BAFK78_056,52435,-1007,gap,516,1,
CP009058,BAFK78_057,53517,-1970,,96,1,
CP009058,BAFK78_058,55484,-779,,758,1,
CP009058,BAFK78_059,56264,-458,,1156,1,
CP009058,BAFK78_060,56805,-353,trx,1308,1,
CP009058,BAFK78_061,57948,716,,824,1,
CP009058,BAFK78_062,57999,-1007,,446,1,
CP009058,BAFK78_063,59056,-947,fmt,565,1,
CP009058,BAFK78_064,60000,-497,def,1046,1,
CP009058,BAFK78_065,60530,-686,,852,1,
CP009058,BAFK78_066,61213,-1778,,138,1,
CP009058,BAFK78_067,64014,908,,604,1,
CP009058,BAFK78_068,65237,1238,,332,1,
CP009058,BAFK78_069,65713,461,,1152,1,
CP009058,BAFK78_070,67202,1472,,214,1,
CP009058,BAFK78_071,69528,2318,,58,1,
CP009058,BAFK78_072,70085,560,,1023,1,
CP009058,BAFK78_073,71178,1077,prfB,,,
CP009058,BAFK78_074,72569,1409,,238,1,
CP009058,BAFK78_075,73451,845,ftsY,665,1,
CP009058,BAFK78_076,74476,1028,,452,1,
CP009058,BAFK78_077,75730,1253,,325,1,
CP009058,BAFK78_078,76412,680,,847,1,
CP009058,BAFK78_079,77662,1253,,326,1,
CP009058,BAFK78_080,77673,-1295,,298,1,
CP009058,BAFK78_081,78961,-320,,1307,1,
CP009058,BAFK78_082,80735,1268,,315,1,
CP009058,BAFK78_083,81373,428,,1205,1,
CP009058,BAFK78_084,82905,1535,,176,1,
CP009058,BAFK78_085,82935,-950,ldh,556,1,
CP009058,BAFK78_086,84006,-1805,lepA,126,1,
CP009058,BAFK78_087,85845,-971,,511,1,
CP009058,BAFK78_088,86894,-434,atpK,1186,1,
CP009058,BAFK78_089,87345,-1826,,125,1,
CP009058,BAFK78_090,89182,-599,,956,1,
CP009058,BAFK78_091,89784,-1304,,287,1,
CP009058,BAFK78_092,91110,-1727,,144,1,
CP009058,BAFK78_093,92851,-545,,1031,1,
CP009058,BAFK78_094,93406,-599,atpE,977,1,
CP009058,BAFK78_095,94191,-386,,1244,1,
CP009058,BAFK78_096,94583,-2336,,55,1,
CP009058,BAFK78_097,96909,-923,rsgA,573,1,
CP009058,BAFK78_098,97829,-785,murI,596,1,
CP009058,BAFK78_099,100164,1388,asnS,222,1,
CP009058,BAFK78_100,100708,521,,1103,1,
CP009058,BAFK78_101,100705,-593,,988,1,
CP009058,BAFK78_102,101429,-1424,,221,1,
CP009058,BAFK78_103,102920,-755,map,790,1,
CP009058,BAFK78_104,103668,-1667,,83,1,
CP009058,BAFK78_105,105337,-422,nusB,5002,1,
CP009058,BAFK78_106,105787,-1010,,496,1,
CP009058,BAFK78_107,106875,-1193,,335,1,
CP009058,BAFK78_108,109547,1364,,261,1,
CP009058,BAFK78_109,109564,-1367,dnaB,249,1,
CP009058,BAFK78_110,110935,-521,,1101,1,
CP009058,BAFK78_111,111473,-290,,1369,1,
CP009058,BAFK78_112,111778,-449,ssb,1173,1,
CP009058,BAFK78_113,112239,-419,,1212,1,
CP009058,BAFK78_114,112801,-1694,,150,1,
CP009058,BAFK78_115,115398,701,,845,1,
CP009058,BAFK78_116,115395,-1301,rseP,290,1,
CP009058,BAFK78_117,116718,-842,cdsA,552,1,
CP009058,BAFK78_118,117565,-692,uppS,858,1,
CP009058,BAFK78_119,118263,-554,frr,1055,1,
CP009058,BAFK78_120,118855,-839,tsf,633,1,
CP009058,BAFK78_121,119698,-782,,748,1,
CP009058,BAFK78_122,120693,-278,,1405,1,
CP009058,BAFK78_123,120990,-641,,742,1,
CP009058,BAFK78_124,121772,-611,,963,1,
CP009058,BAFK78_125,122383,-1655,,160,1,
CP009058,BAFK78_126,124041,-665,cmk,896,1,
CP009058,BAFK78_127,124690,-749,,787,1,
CP009058,BAFK78_128,125426,-764,,761,1,
CP009058,BAFK78_129,126205,-1097,,415,1,
CP009058,BAFK78_130,127316,-2702,greA,39,1,
CP009058,BAFK78_131,130055,-920,,570,1,
CP009058,BAFK78_132,132311,1127,,368,1,
CP009058,BAFK78_133,132356,-1370,hisS,258,1,
CP009058,BAFK78_134,135745,1886,,108,1,
CP009058,BAFK78_135,135746,-1892,,107,1,
CP009058,BAFK78_137,138116,-308,,1255,1,
CP009058,BAFK78_138,138426,-3212,besB,22,1,
CP009058,BAFK78_139,141657,-953,besA,540,1,
CP009058,BAFK78_140,142622,-1037,besC,233,1,
CP009058,BAFK78_141,144276,290,,,,
CP009058,BAFK78_142,144265,-884,,613,1,
CP009058,BAFK78_143,145164,-899,,609,1,
CP009058,BAFK78_144,146070,-1118,,388,1,
CP009058,BAFK78_145,147341,-1010,,512,1,
CP009058,BAFK78_146,148474,-1997,fliD,91,1,
CP009058,BAFK78_147,151859,1205,nagA,341,1,
CP009058,BAFK78_148,152692,806,nagB,683,1,
CP009058,BAFK78_149,152755,-611,sodA,863,1,
CP009058,BAFK78_150,153381,-2699,secA,38,1,
CP009058,BAFK78_151,157286,1136,,385,1,
CP009058,BAFK78_152,157743,428,,1189,1,
CP009058,BAFK78_153,158163,416,,1222,1,
CP009058,BAFK78_154,159049,734,,712,1,
CP009058,BAFK78_155,159750,674,,876,1,
CP009058,BAFK78_156,160915,1100,alr,402,1,
CP009058,BAFK78_157,160907,-1601,,156,1,
CP009058,BAFK78_158,162751,167,,1547,1,
CP009058,BAFK78_159,162779,-1748,,143,1,
CP009058,BAFK78_160,164607,-986,,513,1,
CP009058,BAFK78_161,165621,-1844,,119,1,
CP009058,BAFK78_162,167585,-1520,malQ,198,1,
CP009058,BAFK78_163,170415,1169,,365,1,
CP009058,BAFK78_164,170426,-377,,1262,1,
CP009058,BAFK78_165,171190,221,infA,1483,1,
CP009058,BAFK78_166,171238,-2006,,88,1,
CP009058,BAFK78_167,173238,-587,,998,1,
CP009058,BAFK78_168,173807,-986,,482,1,
CP009058,BAFK78_169,174790,-1001,,503,1,
CP009058,BAFK78_170,175778,-899,,605,1,
CP009058,BAFK78_171,176681,-875,,627,1,
CP009058,BAFK78_172,177570,-992,,526,1,
CP009058,BAFK78_173,178619,-626,gidB,935,1,
CP009058,BAFK78_174,179242,-1865,gidA,111,1,
CP009058,BAFK78_175,181110,-1394,trmE,247,1,
CP009058,BAFK78_176,183081,494,flbF,1125,1,
CP009058,BAFK78_177,184976,1883,flgK,112,1,
CP009058,BAFK78_178,186253,1274,flgL,312,1,
CP009058,BAFK78_179,186653,398,,1241,1,
CP009058,BAFK78_180,186901,245,csrA,1459,1,
CP009058,BAFK78_181,186885,-653,,870,1,
CP009058,BAFK78_182,187531,-413,,1204,1,
CP009058,BAFK78_183,187941,-260,,1359,1,
CP009058,BAFK78_183a,188226,-182,ssrS,-1,,nc
CP009058,BAFK78_184,188416,-347,rplT,1313,1,
CP009058,BAFK78_185,188784,-200,rpmI,1570,1,
CP009058,BAFK78_186,189007,-560,infC,1042,1,
CP009058,BAFK78_187,190414,653,,903,1,
CP009058,BAFK78_188,191156,740,,789,1,
CP009058,BAFK78_189,191212,-809,,717,1,
CP009058,BAFK78_190,192018,-1139,,379,1,
CP009058,BAFK78_191,194568,1073,prfA,429,1,
CP009058,BAFK78_192,195392,821,,655,1,
CP009058,BAFK78_193,197392,2003,,94,1,
CP009058,BAFK78_194,199643,2261,,57,1,
CP009058,BAFK78_195,199640,-1085,,410,1,
CP009058,BAFK78_196,200727,-1517,murE,189,1,
CP009058,BAFK78_198,203755,1238,,328,1,
CP009058,BAFK78_199,204743,935,hflK,581,1,
CP009058,BAFK78_200,205715,971,hflC,545,1,
CP009058,BAFK78_203,207724,1550,,173,1,
CP009058,BAFK78_204,207729,-569,,943,1,
CP009058,BAFK78_205,209187,836,galU,546,1,
CP009058,BAFK78_206,210913,1739,,145,1,
CP009058,BAFK78_207,211717,767,,63,1,
CP009058,BAFK78_208,214913,3203,lmp1-1,14,1,
CP009058,BAFK78_209,216755,1835,mutL,123,1,
CP009058,BAFK78_210,217808,1034,,489,1,
CP009058,BAFK78_212,217920,-653,,904,1,
CP009058,BAFK78_213,218551,-578,efp,1010,1,
CP009058,BAFK78_214,220134,839,,606,1,
CP009058,BAFK78_215,221132,908,pstC,603,1,
CP009058,BAFK78_216,222673,1544,pstA,193,1,
CP009058,BAFK78_217,223456,782,pstB,753,1,
CP009058,BAFK78_218,223459,-821,gufA,702,1,
CP009058,BAFK78_219,224321,-1784,alaS,135,1,
CP009058,BAFK78_220,226105,-1217,,327,1,
CP009058,BAFK78_221,227309,-707,pgl,833,1,
CP009058,BAFK78_222,229524,1007,dusA,515,1,
CP009058,BAFK78_223,229514,-1277,serS,285,1,
CP009058,BAFK78_224,231647,716,,834,1,
CP009058,BAFK78_225,234566,2918,,31,1,
CP009058,BAFK78_226,234601,-245,rpmE,1391,1,
CP009058,BAFK78_227,234907,-1547,rho,183,1,
CP009058,BAFK78_228,236534,-407,,1232,1,
CP009058,BAFK78_229,236942,-326,,1337,1,
CP009058,BAFK78_230,237281,-257,,1341,1,
CP009058,BAFK78_231,237588,-848,,672,1,
CP009058,BAFK78_232,238446,-1106,,411,1,
CP009058,BAFK78_233,239588,-2006,,84,1,
CP009058,BAFK78_234,243324,1568,lnt,187,1,
CP009058,BAFK78_235,244099,-602,dck,954,1,
CP009058,BAFK78_236,245873,764,aqp9a,757,1,
CP009058,BAFK78_237,247416,1505,glpK,205,1,
CP009058,BAFK78_238,249412,1589,glpA,178,1,
CP009058,BAFK78_239,249499,-494,,1124,1,
CP009058,BAFK78_240,249980,-554,,1049,1,
CP009058,BAFK78_241,250535,-1025,,474,1,
CP009058,BAFK78_242,252363,605,rdgB,971,1,
CP009058,BAFK78_243,254255,1772,pepF,140,1,
CP009058,BAFK78_244,254973,704,,843,1,
CP009058,BAFK78_245,255584,614,dedA,962,1,
CP009058,BAFK78_247,258302,2522,leuS,45,1,
CP009058,BAFK78_248,260620,2303,,60,1,
CP009058,BAFK78_249,260609,-2420,lon-1,50,1,
CP009058,BAFK78_250,265422,2120,recJ,74,1,
CP009058,BAFK78_251,266359,944,,562,1,
CP009058,BAFK78_252,266583,209,rpsU,1521,1,
CP009058,BAFK78_253,266622,-2351,,54,1,
CP009058,BAFK78_254,268977,-794,uppP,727,1,
CP009058,BAFK78_255,269786,-2153,,71,1,
CP009058,BAFK78_256,271932,-1010,,493,1,
CP009058,BAFK78_257,274527,1382,,243,1,
CP009058,BAFK78_258,274534,-1253,,317,1,
CP009058,BAFK78_259,276355,506,,1113,1,
CP009058,BAFK78_260,276379,-1469,,202,1,
CP009058,BAFK78_261,277826,-521,,1100,1,
CP009058,BAFK78_262,278367,-302,,1366,1,
CP009058,BAFK78_263,278696,-1904,,104,1,
CP009058,BAFK78_264,280603,-479,,1144,1,
CP009058,BAFK78_265,281092,-887,,625,1,
CP009058,BAFK78_266,281991,-1166,flhF,356,1,
CP009058,BAFK78_267,283162,-2090,flhA,81,1,
CP009058,BAFK78_268,285264,-1118,flhB,394,1,
CP009058,BAFK78_269,286382,-788,fliR,718,1,
CP009058,BAFK78_270,287206,-263,fliQ,1430,1,
CP009058,BAFK78_271,287477,-764,fliP,773,1,
CP009058,BAFK78_272,288252,-626,,919,1,
CP009058,BAFK78_273,288871,-341,fliN,1319,1,
CP009058,BAFK78_274,289255,-1058,fliM,453,1,
CP009058,BAFK78_275,290334,-536,,1086,1,
CP009058,BAFK78_276,290918,-782,motB,750,1,
CP009058,BAFK78_277,291700,-782,,752,1,
CP009058,BAFK78_278,292479,-224,,1501,1,
CP009058,BAFK78_279,292724,-1328,,283,1,
CP009058,BAFK78_280,294057,-443,flgD,1177,1,
CP009058,BAFK78_281,294514,-1184,flbC,350,1,
CP009058,BAFK78_282,295706,-617,flbB,957,1,
CP009058,BAFK78_283,296316,-431,,1194,1,
CP009058,BAFK78_284,296744,-1310,fliI,292,1,
CP009058,BAFK78_285,298073,-920,,592,1,
CP009058,BAFK78_286,299008,-1034,fliG,476,1,
CP009058,BAFK78_287,300058,-1709,fliF,151,1,
CP009058,BAFK78_288,301782,-335,fliE,1316,1,
CP009058,BAFK78_289,302129,-458,flgC,1160,1,
CP009058,BAFK78_290,302611,-407,flgB,1226,1,
CP009058,BAFK78_291,303052,-1346,hslU,272,1,
CP009058,BAFK78_292,304391,-548,hslV,1066,1,
CP009058,BAFK78_293,304948,-944,dprA,563,1,
CP009058,BAFK78_294,305902,-692,,857,1,
CP009058,BAFK78_295,306595,-1199,ftsZ,331,1,
CP009058,BAFK78_296,307816,-1241,ftsA,329,1,
CP009058,BAFK78_297,309057,-743,,798,1,
CP009058,BAFK78_298,309836,-1094,ftsW,414,1,
CP009058,BAFK78_299,310937,-1055,mraY,460,1,
CP009058,BAFK78_300,312010,-1391,murF,246,1,
CP009058,BAFK78_301,313424,-281,,1401,1,
CP009058,BAFK78_302,313702,-890,mraW,618,1,
CP009058,BAFK78_303,314585,-836,,684,1,
CP009058,BAFK78_304,315418,-1076,,436,1,
CP009058,BAFK78_305,316524,-758,,760,1,
CP009058,BAFK78_306,317598,-839,,614,1,
CP009058,BAFK78_307,318427,-530,,1089,1,
CP009058,BAFK78_308,319003,-578,ftsJ,932,1,
CP009058,BAFK78_309,320675,1043,,470,1,
CP009058,BAFK78_310,321358,683,,874,1,
CP009058,BAFK78_311,321360,-806,,720,1,
CP009058,BAFK78_312,322167,-932,,584,1,
CP009058,BAFK78_313,323096,-1460,,219,1,
CP009058,BAFK78_314,324556,-1049,,417,1,
CP009058,BAFK78_316,326012,-1058,,422,1,
CP009058,BAFK78_317,328483,1139,,375,1,
CP009058,BAFK78_318,328941,365,,1272,1,
CP009058,BAFK78_319,328948,-1109,,399,1,
CP009058,BAFK78_320,330108,-2804,,32,1,
CP009058,BAFK78_321,332936,-893,,586,1,
CP009058,BAFK78_322,335801,1571,,159,3,
CP009058,BAFK78_323,337483,1583,,159,4,
CP009058,BAFK78_324,339253,1625,,159,5,
CP009058,BAFK78_325,340468,920,oppB,595,1,
CP009058,BAFK78_326,341530,1049,oppC,427,1,
CP009058,BAFK78_327,342417,875,oppD,599,1,
CP009058,BAFK78_328,343389,971,oppF,530,1,
CP009058,BAFK78_329,343403,-755,,723,1,
CP009058,BAFK78_330,345569,1301,eno,250,1,
CP009058,BAFK78_331,345634,-410,rpsI,1228,1,
CP009058,BAFK78_332,346046,-458,rplM,1158,1,
CP009058,BAFK78_333,346557,-809,,686,1,
CP009058,BAFK78_334,347359,-1457,gatB,220,1,
CP009058,BAFK78_335,348806,-1445,gatA,224,1,
CP009058,BAFK78_336,350262,-275,gatC,1400,1,
CP009058,BAFK78_337,350547,-2096,,80,1,
CP009058,BAFK78_338,352646,-1199,,345,1,
CP009058,BAFK78_339,353856,-650,lolA,890,1,
CP009058,BAFK78_340,356116,1418,,236,1,
CP009058,BAFK78_341,357645,1433,pyk,231,1,
CP009058,BAFK78_342,358403,740,,794,1,
CP009058,BAFK78_343,358422,-278,rpmB,1407,1,
CP009058,BAFK78_344,358722,-1562,,169,1,
CP009058,BAFK78_345,361527,1133,,386,1,
CP009058,BAFK78_346,361524,-1799,,129,1,
CP009058,BAFK78_347,363336,-950,,481,1,
CP009058,BAFK78_348,364320,-488,,1126,1,
CP009058,BAFK78_349,364848,-593,,993,1,
CP009058,BAFK78_350,365434,-731,,813,1,
CP009058,BAFK78_351,366169,-1430,,211,1,
CP009058,BAFK78_352,368095,431,,1197,1,
CP009058,BAFK78_353,369241,1142,,383,1,
CP009058,BAFK78_354,370212,971,lgt,533,1,
CP009058,BAFK78_355,372259,2012,,90,1,
CP009058,BAFK78_356,372738,383,mgsA,1263,1,
CP009058,BAFK78_357,372781,-587,p22,999,1,
CP009058,BAFK78_358,374881,1376,apeA,255,1,
CP009058,BAFK78_359,375167,278,,1328,1,
CP009058,BAFK78_360,375189,-1058,,454,1,
CP009058,BAFK78_361,376265,-2297,clpA,59,1,
CP009058,BAFK78_362,378573,-1217,tyrS,336,1,
CP009058,BAFK78_363,379787,-1337,glyS,279,1,
CP009058,BAFK78_364,381142,-1472,gltX,199,1,
CP009058,BAFK78_365,382627,-767,,583,1,
CP009058,BAFK78_366,384660,1136,,381,1,
CP009058,BAFK78_367,385395,713,mtnN-1,837,1,
CP009058,BAFK78_368,386570,1178,metK,357,1,
CP009058,BAFK78_369,387040,473,,1054,1,
CP009058,BAFK78_370,387051,-662,,902,1,
CP009058,BAFK78_371,387740,-419,,1196,1,
CP009058,BAFK78_372,388208,-1364,mgtE,244,1,
CP009058,BAFK78_373,389626,-1424,,223,1,
CP009058,BAFK78_374,391164,-1025,bmpB,5007,1,
CP009058,BAFK78_375,392276,-1019,bmpA-1,426,1,
CP009058,BAFK78_376,393339,-278,,792,1,
CP009058,BAFK78_377,393959,-1019,bmpA-2,426,2,
CP009058,BAFK78_378,395022,-1061,bmpC-1,403,1,
CP009058,BAFK78_379,396397,-1025,bmpD,472,1,
CP009058,BAFK78_380,397523,-473,rpsG,1147,1,
CP009058,BAFK78_381,398021,-374,rpsL,1276,1,
CP009058,BAFK78_382,398463,-4133,rpoC,12,1,
CP009058,BAFK78_383,402612,-3467,rpoB,18,1,
CP009058,BAFK78_384,406162,-374,rplL,1269,1,
CP009058,BAFK78_385,406607,-488,rplJ,1121,1,
CP009058,BAFK78_386,407100,-680,rplA,884,1,
CP009058,BAFK78_387,407780,-431,rplK,1180,1,
CP009058,BAFK78_388,408265,-554,nusG,1045,1,
CP009058,BAFK78_389,408843,-170,secE,1713,1,
CP009058,BAFK78_391,409121,-179,rpmG,1670,1,
CP009058,BAFK78_393,409474,-848,,611,1,
CP009058,BAFK78_394,410336,-1031,,448,1,
CP009058,BAFK78_395,412316,611,,826,1,
CP009058,BAFK78_396,412373,-1553,,191,1,
CP009058,BAFK78_397,415231,1202,,343,1,
CP009058,BAFK78_398,415243,-1466,proS,206,1,
CP009058,BAFK78_399,416762,-677,,889,1,
CP009058,BAFK78_400,418019,416,,1130,1,
CP009058,BAFK78_401,418621,605,,959,1,
CP009058,BAFK78_402,419243,611,,964,1,
CP009058,BAFK78_403,419296,-1115,manA,395,1,
CP009058,BAFK78_404,420412,-1877,,114,1,
CP009058,BAFK78_405,423090,629,,887,1,
CP009058,BAFK78_406,423968,881,,629,1,
CP009058,BAFK78_407,424744,779,,759,1,
CP009058,BAFK78_408,424732,-620,,953,1,
CP009058,BAFK78_409,426455,857,,651,1,
CP009058,BAFK78_410,427615,1127,,371,1,
CP009058,BAFK78_411,428855,1214,traB,339,1,
CP009058,BAFK78_412,429529,635,adk,909,1,
CP009058,BAFK78_413,430579,1049,,406,1,
CP009058,BAFK78_414,430618,-923,,585,1,
CP009058,BAFK78_415,431544,-4481,,9,1,
CP009058,BAFK78_417,436257,-2925,rrlB,-1,,r
CP009058,BAFK78_419,439495,-2924,rrlA,-1,,r
